trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
56,False,"{'a': 0.8, 'e': 0.0027389274499534117}",20,0,24.42467590232346,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
57,False,"{'a': 0.8, 'e': 0.0024650347049580707}",20,7,23.640713582956096,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
58,False,"{'a': 0.8, 'e': 0.0022185312344622636}",25,11,25.173002967705,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
59,False,"{'a': 0.8, 'e': 0.001996678111016037}",25,4,28.3053894956234,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
60,False,"{'a': 0.8, 'e': 0.0017970102999144335}",25,0,36.03971235760371,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
61,False,"{'a': 0.8, 'e': 0.0016173092699229901}",35,18,29.926213010702018,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
62,False,"{'a': 0.8, 'e': 0.0014555783429306911}",25,7,34.213134113990414,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
63,False,"{'a': 0.8, 'e': 0.001310020508637622}",30,19,23.173804765549992,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
64,False,"{'a': 0.8, 'e': 0.0011790184577738598}",20,13,12.109897656563117,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
65,False,"{'a': 0.8, 'e': 0.0010611166119964739}",25,11,25.716410198214202,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
66,False,"{'a': 0.8, 'e': 0.0009550049507968265}",35,22,22.49047580402651,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
67,False,"{'a': 0.8, 'e': 0.0008595044557171439}",20,8,18.670889797022618,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
68,False,"{'a': 0.8, 'e': 0.0007735540101454295}",25,10,23.45084859244319,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
69,False,"{'a': 0.8, 'e': 0.0006961986091308866}",20,2,-9.64895015013219,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
70,False,"{'a': 0.8, 'e': 0.0006265787482177979}",30,16,26.352027973880848,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
71,False,"{'a': 0.8, 'e': 0.0005639208733960181}",25,18,11.485059335687632,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
